League,Date,Time,HT,AT,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,ODD_BthScore_Yes,ODD_BthScore_No,ODD_1X,ODD_12,ODD_X2,Scrape_Date,Scrape_Time
Championship,2020-07-26,1830,Swansea City,Brentford FC,3.75,3.3,1.95,None,None,None,None,None,None,None,2020-07-25,1958
Serie_A,2020-07-26,1830,AS Roma,Fiorentina,1.61,4.15,4.6,1.44,2.3,1.47,2.2,1.16,1.17,2.17,2020-07-25,2002
Serie_A,2020-07-26,1830,Cagliari,Udinese,3.55,3.3,2.02,1.78,1.75,1.65,1.91,1.70,1.25,1.25,2020-07-25,2002
Serie_A,2020-07-26,1830,Spal,Torino,5.2,4.1,1.55,1.53,2.1,1.57,2.02,2.30,1.17,1.13,2020-07-25,2002
Serie_A,2020-07-26,1830,Hellas Verona,Lazio,3.35,3.4,2.05,1.57,2.04,1.47,2.2,1.70,1.24,1.27,2020-07-25,2002
Primeira_Liga,2020-07-26,1930,Portimonense,Desp. Aves,1.15,6.25,20.5,1.63,1.95,None,None,None,None,None,2020-07-25,2001
Primeira_Liga,2020-07-26,1930,Vitoria Setubal,Belenenses SAD,1.61,3.75,5.2,1.78,1.75,1.78,1.75,1.12,1.2,2.18,2020-07-25,2001
Primeira_Liga,2020-07-26,1930,Moreirense,Tondela,3.1,2.63,2.65,2.20,1.47,1.80,1.75,1.42,1.4,1.32,2020-07-25,2001
Serie_A,2020-07-26,2045,Juventus,Sampdoria,1.27,5.45,9.0,1.45,2.25,1.83,1.72,1.03,1.13,3.45,2020-07-25,2002
MLS,2020-07-27,130,Toronto FC,New York City FC,2.13,3.65,2.98,None,None,None,None,None,None,None,2020-07-25,2001
MLS,2020-07-27,400,Sporting Kansas City,Vancouver Whitecaps FC,1.45,4.55,5.85,None,None,None,None,None,None,None,2020-07-25,2001
Championship,2020-07-27,1945,Cardiff,Fulham,2.72,3.0,2.64,None,None,None,None,None,None,None,2020-07-25,1958
MLS,2020-07-28,130,San Jose Earthquakes,Real Salt Lake,2.0,3.65,3.25,None,None,None,None,None,None,None,2020-07-25,2001
MLS,2020-07-28,400,Seattle Sounders,Los Angeles FC,3.2,3.95,1.95,None,None,None,None,None,None,None,2020-07-25,2001
MLS,2020-07-29,100,Columbus Crew,Minnesota United,2.2,3.5,2.92,None,None,None,None,None,None,None,2020-07-25,2001
MLS,2020-07-29,330,Portland Timbers,FC Cincinnati,1.78,3.85,3.85,None,None,None,None,None,None,None,2020-07-25,2001
Premiership,2020-08-01,1500,St Mirren,Livingston FC,2.54,3.2,2.68,2.02,1.53,1.75,1.72,1.40,1.26,1.45,2020-07-25,1958
Premiership,2020-08-01,1500,Dundee United,FC St Johnstone,2.68,3.2,2.54,2.02,1.53,1.75,1.72,1.45,1.25,1.4,2020-07-25,1958
Premiership,2020-08-01,1500,Hibernian FC,Kilmarnock FC,2.1,3.4,3.25,1.83,1.65,1.67,1.8,1.28,1.23,1.65,2020-07-25,1958
Premiership,2020-08-01,1730,Aberdeen FC,Rangers,6.55,4.45,1.42,1.57,1.95,1.75,1.72,2.65,1.13,1.07,2020-07-25,1958
Premiership,2020-08-02,1630,Celtic,Hamilton Academical,1.11,7.95,18.5,1.31,2.58,2.11,1.47,-,1.05,5.55,2020-07-25,1958
Premiership,2020-08-03,1945,Ross County,Motherwell FC,2.92,3.4,2.25,1.80,1.67,1.65,1.85,1.55,1.23,1.36,2020-07-25,1958
Liga_Europa,2020-08-05,1755,Shakhtar Donetsk,Wolfsburgo,2.56,3.35,2.56,None,None,None,None,None,None,None,2020-07-25,1959
Liga_Europa,2020-08-05,1755,FC Copenhagen,Istanbul Basaksehir,2.2,3.2,3.15,None,None,None,None,None,None,None,2020-07-25,1959
Liga_Europa,2020-08-05,2000,Inter de Milao,Getafe,2.0,3.25,3.75,None,None,None,None,None,None,None,2020-07-25,1959
Liga_Europa,2020-08-05,2000,Manchester United,Linz,1.28,5.45,8.5,None,None,None,None,None,None,None,2020-07-25,1959
Liga_Europa,2020-08-06,1755,Sevilha,AS Roma,2.4,3.2,2.84,None,None,None,None,None,None,None,2020-07-25,1959
Liga_Europa,2020-08-06,1755,Bayer Leverkusen,Rangers,1.65,3.9,4.55,None,None,None,None,None,None,None,2020-07-25,1959
Liga_Europa,2020-08-06,2000,Wolverhampton,Olympiacos,1.83,3.35,4.3,None,None,None,None,None,None,None,2020-07-25,1959
Liga_Europa,2020-08-06,2000,Basileia,Eintracht Frankfurt,2.58,3.35,2.54,None,None,None,None,None,None,None,2020-07-25,1959
Champions,2020-08-07,2000,Manchester City,Real Madrid,1.7,4.2,4.0,None,None,None,None,None,None,None,2020-07-25,2000
Champions,2020-08-07,2000,Juventus,Lyon,1.4,4.45,7.2,None,None,None,None,None,None,None,2020-07-25,2000
Champions,2020-08-08,2000,Bayern Munique,Chelsea,1.55,4.25,5.1,None,None,None,None,None,None,None,2020-07-25,2000
Champions,2020-08-08,2000,Barcelona,Napoles,1.6,3.75,5.35,None,None,None,None,None,None,None,2020-07-25,2000
Champions,2020-08-12,2000,Atalanta,PSG,3.2,3.6,2.05,None,None,None,None,None,None,None,2020-07-25,2000
Champions,2020-08-13,2000,RB Leipzig,Atletico de Madrid,3.3,3.1,2.2,None,None,None,None,None,None,None,2020-07-25,2000
